time,necrotic_total,hepatocytes_total,kupffer_total,macrophages_total,senescent_total,real_time,exposure,run
348,146,466,150,69,27,21,505,1
351,146,466,150,69,31,21.25,505,1
354,146,466,150,69,32,21.5,505,1
357,146,466,150,69,33,21.75,505,1
360,146,467,150,69,33,22,505,1
363,146,467,150,69,34,22.25,505,1
366,146,467,150,69,35,22.5,505,1
369,146,467,150,69,37,22.75,505,1
372,146,468,150,69,38,23,505,1
375,146,469,150,69,39,23.25,505,1
378,144,469,150,69,41,23.5,505,1
381,144,469,150,69,41,23.75,505,1
384,144,470,150,69,42,24,505,1
387,142,470,150,69,43,24.25,505,1
390,141,470,150,69,44,24.5,505,1
393,139,470,150,69,44,24.75,505,1
396,139,470,150,69,45,25,505,1
399,138,470,150,69,45,25.25,505,1
402,134,470,150,69,46,25.5,505,1
405,130,470,150,69,46,25.75,505,1
408,127,470,150,69,46,26,505,1
411,125,470,150,69,48,26.25,505,1
414,125,470,150,69,49,26.5,505,1
417,125,470,150,69,51,26.75,505,1
420,125,470,150,69,53,27,505,1
423,124,470,150,69,53,27.25,505,1
426,124,470,150,69,54,27.5,505,1
429,122,470,150,69,54,27.75,505,1
432,121,470,150,69,54,28,505,1
435,120,470,150,69,54,28.25,505,1
438,120,470,150,69,56,28.5,505,1
441,120,470,150,69,57,28.75,505,1
444,120,470,150,69,59,29,505,1
447,119,470,150,69,59,29.25,505,1
450,118,470,150,69,59,29.5,505,1
453,117,470,150,69,59,29.75,505,1
456,117,470,150,69,59,30,505,1
459,117,470,150,69,59,30.25,505,1
462,116,470,150,69,59,30.5,505,1
465,115,470,150,69,59,30.75,505,1
468,115,470,150,69,59,31,505,1
471,115,470,150,69,59,31.25,505,1
474,114,470,150,69,59,31.5,505,1
477,114,470,150,69,59,31.75,505,1
480,113,470,150,69,60,32,505,1
483,112,470,150,69,61,32.25,505,1
486,111,471,150,69,61,32.5,505,1
489,111,471,150,69,61,32.75,505,1
492,111,471,150,69,61,33,505,1
495,110,471,150,69,62,33.25,505,1
498,110,471,150,69,62,33.5,505,1
501,108,471,150,69,62,33.75,505,1
504,108,471,150,69,62,34,505,1
507,108,471,150,69,62,34.25,505,1
510,108,471,150,69,63,34.5,505,1
513,108,471,150,69,63,34.75,505,1
516,108,472,150,69,64,35,505,1
519,107,472,150,69,65,35.25,505,1
522,107,472,150,69,65,35.5,505,1
525,106,472,150,69,65,35.75,505,1
528,105,472,150,69,65,36,505,1
531,105,472,150,69,65,36.25,505,1
534,104,472,150,69,65,36.5,505,1
537,104,472,150,69,66,36.75,505,1
540,103,472,150,69,66,37,505,1
543,99,472,150,69,66,37.25,505,1
546,97,472,150,69,67,37.5,505,1
549,97,472,150,69,67,37.75,505,1
552,94,473,150,69,68,38,505,1
555,90,473,150,69,68,38.25,505,1
558,88,474,150,69,68,38.5,505,1
561,87,474,150,69,69,38.75,505,1
564,84,474,150,69,69,39,505,1
567,83,474,150,69,70,39.25,505,1
570,82,474,150,69,70,39.5,505,1
573,82,474,150,69,70,39.75,505,1
576,80,474,150,69,70,40,505,1
579,79,474,150,69,70,40.25,505,1
582,78,474,150,69,71,40.5,505,1
585,77,474,150,69,71,40.75,505,1
588,76,474,150,69,71,41,505,1
591,76,474,150,69,72,41.25,505,1
594,75,475,150,69,72,41.5,505,1
597,75,475,150,69,73,41.75,505,1
600,75,475,150,69,74,42,505,1
603,74,475,150,69,74,42.25,505,1
606,73,475,150,69,75,42.5,505,1
609,73,475,150,69,75,42.75,505,1
612,72,475,150,69,75,43,505,1
615,71,475,150,69,75,43.25,505,1
618,71,477,150,69,75,43.5,505,1
621,71,477,150,69,75,43.75,505,1
624,70,477,150,69,75,44,505,1
627,70,477,150,69,76,44.25,505,1
630,70,477,150,69,76,44.5,505,1
633,69,477,150,69,76,44.75,505,1
636,69,477,150,69,78,45,505,1
639,69,477,150,69,79,45.25,505,1
642,69,477,150,69,80,45.5,505,1
645,69,477,150,69,80,45.75,505,1
648,68,477,150,69,82,46,505,1
651,68,477,150,69,83,46.25,505,1
654,67,477,150,69,84,46.5,505,1
657,67,477,150,69,84,46.75,505,1
660,67,477,150,69,84,47,505,1
663,67,477,150,69,84,47.25,505,1
666,67,477,150,69,84,47.5,505,1
669,66,477,150,69,85,47.75,505,1
672,66,477,150,69,85,48,505,1
675,66,478,150,69,85,48.25,505,1
678,63,478,150,69,85,48.5,505,1
681,63,478,150,69,86,48.75,505,1
684,63,478,150,69,87,49,505,1
687,61,478,150,69,87,49.25,505,1
690,61,478,150,69,87,49.5,505,1
693,58,478,150,69,87,49.75,505,1
696,56,478,150,69,87,50,505,1
699,54,478,150,69,87,50.25,505,1
702,53,478,150,69,87,50.5,505,1
705,51,478,150,69,87,50.75,505,1
708,48,478,150,69,89,51,505,1
711,47,478,150,69,91,51.25,505,1
714,45,478,150,69,92,51.5,505,1
717,43,479,150,69,93,51.75,505,1
720,41,479,150,69,94,52,505,1
723,41,479,150,69,94,52.25,505,1
726,41,479,150,69,94,52.5,505,1
729,39,479,150,69,94,52.75,505,1
732,37,479,150,69,95,53,505,1
735,35,480,150,69,95,53.25,505,1
738,35,480,150,69,95,53.5,505,1
741,34,480,150,69,95,53.75,505,1
744,34,480,150,69,95,54,505,1
747,34,480,150,69,95,54.25,505,1
750,33,480,150,69,96,54.5,505,1
753,32,480,150,69,96,54.75,505,1
756,31,480,150,69,96,55,505,1
759,31,481,150,69,96,55.25,505,1
762,30,481,150,69,97,55.5,505,1
765,29,481,150,69,97,55.75,505,1
768,27,481,150,69,98,56,505,1
771,27,481,150,69,98,56.25,505,1
774,27,481,150,69,98,56.5,505,1
777,27,481,150,69,98,56.75,505,1
780,27,481,150,69,98,57,505,1
783,27,481,150,69,98,57.25,505,1
786,27,481,150,69,98,57.5,505,1
789,25,481,150,69,98,57.75,505,1
792,25,481,150,69,98,58,505,1
795,25,481,150,69,98,58.25,505,1
798,25,481,150,69,98,58.5,505,1
801,24,481,150,69,98,58.75,505,1
804,24,481,150,69,98,59,505,1
807,24,481,150,69,98,59.25,505,1
810,24,481,150,69,98,59.5,505,1
813,24,481,150,69,99,59.75,505,1
816,23,481,150,69,99,60,505,1
819,23,481,150,69,99,60.25,505,1
822,23,481,150,69,99,60.5,505,1
825,23,481,150,69,99,60.75,505,1
828,23,481,150,69,99,61,505,1
831,23,481,150,69,99,61.25,505,1
834,22,481,150,69,99,61.5,505,1
837,21,481,150,69,99,61.75,505,1
840,21,482,150,69,99,62,505,1
843,20,482,150,69,100,62.25,505,1
846,19,482,150,69,101,62.5,505,1
849,19,482,150,69,101,62.75,505,1
852,18,482,150,69,101,63,505,1
855,16,482,150,69,101,63.25,505,1
858,15,482,150,69,102,63.5,505,1
861,14,483,150,69,102,63.75,505,1
864,14,483,150,69,102,64,505,1
867,13,483,150,69,102,64.25,505,1
870,12,483,150,69,102,64.5,505,1
873,10,483,150,69,102,64.75,505,1
876,9,484,150,69,102,65,505,1
879,9,484,150,69,103,65.25,505,1
882,7,484,150,69,103,65.5,505,1
885,7,484,150,69,103,65.75,505,1
888,6,484,150,69,104,66,505,1
891,6,484,150,69,104,66.25,505,1
894,5,484,150,69,104,66.5,505,1
897,5,484,150,69,105,66.75,505,1
900,5,484,150,69,105,67,505,1
903,5,484,150,69,106,67.25,505,1
906,5,484,150,69,106,67.5,505,1
909,5,484,150,69,106,67.75,505,1
912,5,484,150,69,106,68,505,1
915,4,484,150,69,106,68.25,505,1
918,3,484,150,69,106,68.5,505,1
921,1,484,150,69,106,68.75,505,1
924,1,484,150,69,106,69,505,1
927,1,484,150,69,106,69.25,505,1
930,1,484,150,69,106,69.5,505,1
933,1,484,150,69,106,69.75,505,1
936,1,484,150,69,106,70,505,1
939,1,484,150,69,106,70.25,505,1
942,1,484,150,69,107,70.5,505,1
945,1,484,150,69,107,70.75,505,1
948,1,484,150,69,109,71,505,1
951,1,484,150,69,110,71.25,505,1
954,1,484,150,69,112,71.5,505,1
957,1,484,150,69,112,71.75,505,1
960,1,484,150,69,112,72,505,1
963,1,484,150,69,112,72.25,505,1
966,1,484,150,69,113,72.5,505,1
969,1,484,150,69,114,72.75,505,1
972,1,484,150,69,114,73,505,1
975,1,484,150,69,114,73.25,505,1
978,1,484,150,69,114,73.5,505,1
981,1,484,150,69,114,73.75,505,1
984,1,484,150,69,114,74,505,1
987,1,484,150,69,114,74.25,505,1
990,1,484,150,69,114,74.5,505,1
993,1,485,150,69,114,74.75,505,1
996,1,485,150,69,115,75,505,1
999,1,485,150,69,115,75.25,505,1
1002,1,485,150,69,115,75.5,505,1
1005,0,485,150,69,115,75.75,505,1
1008,0,485,150,69,115,76,505,1
1011,0,485,150,69,115,76.25,505,1
1014,0,485,150,69,115,76.5,505,1
1017,0,485,150,69,115,76.75,505,1
1020,0,485,150,69,115,77,505,1
1023,0,485,150,69,115,77.25,505,1
1026,0,485,150,69,115,77.5,505,1
1029,0,485,150,69,115,77.75,505,1
1032,0,485,150,69,115,78,505,1
1035,0,485,150,69,115,78.25,505,1
1038,0,485,150,69,115,78.5,505,1
1041,0,485,150,69,115,78.75,505,1
1044,0,485,150,69,115,79,505,1
1047,0,485,150,69,115,79.25,505,1
1050,0,485,150,69,115,79.5,505,1
1053,0,485,150,69,115,79.75,505,1
1056,0,485,150,69,115,80,505,1
1059,0,485,150,69,115,80.25,505,1
1062,0,485,150,69,115,80.5,505,1
1065,0,485,150,68,115,80.75,505,1
1068,0,485,150,68,115,81,505,1
1071,0,485,150,67,115,81.25,505,1
1074,0,485,150,66,115,81.5,505,1
1077,0,485,150,65,115,81.75,505,1
1080,0,485,150,64,115,82,505,1
1083,0,485,150,62,115,82.25,505,1
1086,0,485,150,62,116,82.5,505,1
1089,0,485,150,61,116,82.75,505,1
1092,0,485,150,60,116,83,505,1
1095,0,485,150,60,116,83.25,505,1
1098,0,485,150,59,116,83.5,505,1
1101,0,485,150,58,116,83.75,505,1
1104,0,486,150,58,117,84,505,1
1107,0,486,150,58,117,84.25,505,1
1110,0,486,150,57,117,84.5,505,1
1113,0,486,150,57,117,84.75,505,1
1116,0,486,150,56,117,85,505,1
1119,0,486,150,53,118,85.25,505,1
1122,0,486,150,52,118,85.5,505,1
1125,0,486,150,52,118,85.75,505,1
1128,0,486,150,51,118,86,505,1
1131,0,486,150,51,118,86.25,505,1
1134,0,486,150,50,118,86.5,505,1
1137,0,486,150,49,118,86.75,505,1
1140,0,486,150,49,118,87,505,1
1143,0,486,150,49,118,87.25,505,1
1146,0,486,150,49,118,87.5,505,1
1149,0,486,150,47,118,87.75,505,1
1152,0,486,150,47,118,88,505,1
1155,0,486,150,46,118,88.25,505,1
1158,0,487,150,45,118,88.5,505,1
1161,0,487,150,45,118,88.75,505,1
1164,0,487,150,43,118,89,505,1
1167,0,488,150,43,118,89.25,505,1
1170,0,488,150,43,118,89.5,505,1
1173,0,488,150,43,119,89.75,505,1
1176,0,488,150,43,119,90,505,1
1179,0,488,150,43,119,90.25,505,1
1182,0,488,150,43,119,90.5,505,1
1185,0,488,150,42,119,90.75,505,1
1188,0,488,150,41,119,91,505,1
1191,0,488,150,41,120,91.25,505,1
1194,0,488,150,40,120,91.5,505,1
1197,0,488,150,40,120,91.75,505,1
1200,0,488,150,40,120,92,505,1
1203,0,489,150,40,120,92.25,505,1
1206,0,489,150,39,120,92.5,505,1
1209,0,489,150,39,120,92.75,505,1
1212,0,489,150,38,120,93,505,1
1215,0,489,150,38,120,93.25,505,1
1218,0,489,150,38,120,93.5,505,1
1221,0,489,150,38,120,93.75,505,1
1224,0,489,150,37,120,94,505,1
1227,0,489,150,36,120,94.25,505,1
1230,0,489,150,36,120,94.5,505,1
1233,0,489,150,35,120,94.75,505,1
1236,0,489,150,34,120,95,505,1
1239,0,489,150,33,120,95.25,505,1
1242,0,489,150,33,120,95.5,505,1
1245,0,489,150,29,120,95.75,505,1
1248,0,489,150,29,121,96,505,1
1251,0,489,150,27,121,96.25,505,1
1254,0,489,150,26,121,96.5,505,1
1257,0,489,150,26,121,96.75,505,1
1260,0,489,150,26,121,97,505,1
1263,0,490,150,26,121,97.25,505,1
1266,0,490,150,25,121,97.5,505,1
1269,0,490,150,25,122,97.75,505,1
1272,0,490,150,25,122,98,505,1
1275,0,490,150,23,122,98.25,505,1
1278,0,490,150,23,122,98.5,505,1
1281,0,490,150,23,122,98.75,505,1
1284,0,490,150,22,123,99,505,1
1287,0,490,150,22,123,99.25,505,1
1290,0,490,150,22,124,99.5,505,1
1293,0,490,150,22,124,99.75,505,1
1296,0,490,150,22,124,100,505,1
1299,0,490,150,22,124,100.25,505,1
1302,0,490,150,22,125,100.5,505,1
1305,0,491,150,21,125,100.75,505,1
1308,0,491,150,20,125,101,505,1
1311,0,491,150,19,125,101.25,505,1
1314,0,491,150,18,125,101.5,505,1
1317,0,491,150,18,125,101.75,505,1
1320,0,491,150,18,125,102,505,1
1323,0,491,150,17,125,102.25,505,1
1326,0,491,150,17,125,102.5,505,1
1329,0,491,150,17,125,102.75,505,1
1332,0,491,150,17,125,103,505,1
1335,0,491,150,17,125,103.25,505,1
1338,0,491,150,17,125,103.5,505,1
1341,0,491,150,17,125,103.75,505,1
1344,0,491,150,16,125,104,505,1
1347,0,491,150,15,125,104.25,505,1
1350,0,491,150,15,125,104.5,505,1
1353,0,491,150,14,126,104.75,505,1
1356,0,491,150,13,127,105,505,1
1359,0,491,150,13,127,105.25,505,1
1362,0,491,150,12,128,105.5,505,1
1365,0,491,150,12,129,105.75,505,1
1368,0,491,150,12,129,106,505,1
1371,0,491,150,12,130,106.25,505,1
1374,0,491,150,12,130,106.5,505,1
1377,0,491,150,12,130,106.75,505,1
1380,0,491,150,11,130,107,505,1
1383,0,491,150,11,130,107.25,505,1
1386,0,491,150,11,130,107.5,505,1
1389,0,491,150,10,130,107.75,505,1
1392,0,491,150,10,130,108,505,1
1395,0,491,150,9,130,108.25,505,1
1398,0,491,150,9,130,108.5,505,1
1401,0,491,150,9,130,108.75,505,1
1404,0,491,150,9,130,109,505,1
1407,0,491,150,9,130,109.25,505,1
1410,0,491,150,9,130,109.5,505,1
1413,0,491,150,9,130,109.75,505,1
1416,0,491,150,7,130,110,505,1
1419,0,491,150,7,130,110.25,505,1
1422,0,491,150,7,130,110.5,505,1
1425,0,491,150,6,130,110.75,505,1
1428,0,491,150,5,130,111,505,1
1431,0,491,150,5,131,111.25,505,1
1434,0,491,150,5,131,111.5,505,1
1437,0,491,150,5,131,111.75,505,1
1440,0,491,150,5,131,112,505,1
1443,0,491,150,5,131,112.25,505,1
1446,0,491,150,5,131,112.5,505,1
1449,0,491,150,5,131,112.75,505,1
1452,0,491,150,5,131,113,505,1
1455,0,491,150,5,131,113.25,505,1
1458,0,491,150,5,131,113.5,505,1
1461,0,491,150,5,131,113.75,505,1
1464,0,491,150,5,131,114,505,1
1467,0,491,150,4,131,114.25,505,1
1470,0,491,150,4,131,114.5,505,1
1473,0,491,150,4,132,114.75,505,1
1476,0,491,150,4,133,115,505,1
1479,0,491,150,4,133,115.25,505,1
1482,0,491,150,4,133,115.5,505,1
1485,0,491,150,4,133,115.75,505,1
1488,0,491,150,4,133,116,505,1
1491,0,491,150,4,133,116.25,505,1
1494,0,491,150,4,133,116.5,505,1
1497,0,491,150,4,133,116.75,505,1
1500,0,491,150,4,133,117,505,1
1503,0,491,150,4,133,117.25,505,1
1506,0,491,150,4,133,117.5,505,1
1509,0,491,150,3,133,117.75,505,1
1512,0,491,150,3,133,118,505,1
1515,0,491,150,3,133,118.25,505,1
1518,0,491,150,3,133,118.5,505,1
1521,0,491,150,3,133,118.75,505,1
1524,0,491,150,3,133,119,505,1
1527,0,491,150,3,133,119.25,505,1
1530,0,491,150,3,133,119.5,505,1
1533,0,491,150,3,133,119.75,505,1
1536,0,491,150,3,133,120,505,1
1539,0,491,150,3,133,120.25,505,1
1542,0,491,150,2,133,120.5,505,1
1545,0,491,150,2,133,120.75,505,1
1548,0,491,150,2,133,121,505,1
1551,0,491,150,2,133,121.25,505,1
1554,0,491,150,2,133,121.5,505,1
1557,0,491,150,2,133,121.75,505,1
1560,0,491,150,2,133,122,505,1
1563,0,491,150,2,133,122.25,505,1
1566,0,491,150,2,133,122.5,505,1
1569,0,491,150,2,133,122.75,505,1
1572,0,491,150,2,133,123,505,1
1575,0,491,150,2,133,123.25,505,1
1578,0,491,150,2,133,123.5,505,1
1581,0,491,150,2,133,123.75,505,1
1584,0,491,150,2,133,124,505,1
1587,0,491,150,2,133,124.25,505,1
1590,0,491,150,1,133,124.5,505,1
1593,0,491,150,1,133,124.75,505,1
1596,0,491,150,1,134,125,505,1
1599,0,491,150,1,134,125.25,505,1
1602,0,491,150,1,135,125.5,505,1
1605,0,491,150,1,136,125.75,505,1
1608,0,491,150,1,136,126,505,1
1611,0,491,150,1,136,126.25,505,1
1614,0,491,150,1,136,126.5,505,1
1617,0,491,150,1,137,126.75,505,1
1620,0,491,150,1,137,127,505,1
1623,0,491,150,1,137,127.25,505,1
1626,0,491,150,1,137,127.5,505,1
1629,0,491,150,1,137,127.75,505,1
1632,0,491,150,1,137,128,505,1
1635,0,491,150,1,137,128.25,505,1
1638,0,491,150,1,137,128.5,505,1
1641,0,491,150,1,137,128.75,505,1
1644,0,491,150,1,137,129,505,1
1647,0,491,150,1,137,129.25,505,1
1650,0,491,150,1,137,129.5,505,1
1653,0,491,150,1,137,129.75,505,1
1656,0,491,150,1,137,130,505,1
1659,0,491,150,1,137,130.25,505,1
1662,0,491,150,1,137,130.5,505,1
1665,0,491,150,1,137,130.75,505,1
1668,0,491,150,1,137,131,505,1
1671,0,491,150,1,137,131.25,505,1
1674,0,491,150,1,137,131.5,505,1
1677,0,491,150,1,137,131.75,505,1
1680,0,491,150,1,137,132,505,1
1683,0,491,150,1,137,132.25,505,1
1686,0,491,150,1,137,132.5,505,1
1689,0,491,150,1,137,132.75,505,1
1692,0,491,150,1,137,133,505,1
1695,0,491,150,0,137,133.25,505,1
1698,0,491,150,0,138,133.5,505,1
1701,0,491,150,0,138,133.75,505,1
1704,0,491,150,0,138,134,505,1
1707,0,491,150,0,138,134.25,505,1
1710,0,491,150,0,138,134.5,505,1
1713,0,491,150,0,138,134.75,505,1
1716,0,491,150,0,138,135,505,1
1719,0,491,150,0,138,135.25,505,1
1722,0,491,150,0,138,135.5,505,1
1725,0,491,150,0,138,135.75,505,1
1728,0,491,150,0,138,136,505,1
1731,0,491,150,0,138,136.25,505,1
1734,0,491,150,0,139,136.5,505,1
1737,0,491,150,0,139,136.75,505,1
1740,0,491,150,0,139,137,505,1
1743,0,491,150,0,139,137.25,505,1
1746,0,491,150,0,139,137.5,505,1
1749,0,491,150,0,139,137.75,505,1
1752,0,491,150,0,139,138,505,1
1755,0,491,150,0,139,138.25,505,1
1758,0,491,150,0,139,138.5,505,1
1761,0,491,150,0,139,138.75,505,1
1764,0,491,150,0,139,139,505,1
1767,0,491,150,0,139,139.25,505,1
1770,0,491,150,0,139,139.5,505,1
1773,0,491,150,0,139,139.75,505,1
1776,0,491,150,0,139,140,505,1
1779,0,491,150,0,139,140.25,505,1
1782,0,491,150,0,139,140.5,505,1
1785,0,491,150,0,139,140.75,505,1
1788,0,491,150,0,139,141,505,1
1791,0,491,150,0,139,141.25,505,1
1794,0,491,150,0,139,141.5,505,1
1797,0,491,150,0,139,141.75,505,1
1800,0,491,150,0,139,142,505,1
1803,0,491,150,0,139,142.25,505,1
1806,0,491,150,0,139,142.5,505,1
1809,0,491,150,0,139,142.75,505,1
1812,0,491,150,0,139,143,505,1
1815,0,491,150,0,139,143.25,505,1
1818,0,491,150,0,139,143.5,505,1
1821,0,491,150,0,139,143.75,505,1
1824,0,491,150,0,139,144,505,1
1827,0,491,150,0,139,144.25,505,1
1830,0,491,150,0,139,144.5,505,1
1833,0,491,150,0,139,144.75,505,1
1836,0,491,150,0,139,145,505,1
1839,0,491,150,0,139,145.25,505,1
1842,0,491,150,0,139,145.5,505,1
1845,0,491,150,0,139,145.75,505,1
1848,0,491,150,0,139,146,505,1
1851,0,491,150,0,139,146.25,505,1
1854,0,491,150,0,139,146.5,505,1
1857,0,491,150,0,139,146.75,505,1
1860,0,491,150,0,139,147,505,1
1863,0,491,150,0,139,147.25,505,1
1866,0,491,150,0,139,147.5,505,1
1869,0,491,150,0,139,147.75,505,1
1872,0,491,150,0,139,148,505,1
1875,0,491,150,0,139,148.25,505,1
1878,0,491,150,0,139,148.5,505,1
1881,0,491,150,0,139,148.75,505,1
1884,0,491,150,0,139,149,505,1
1887,0,491,150,0,139,149.25,505,1
1890,0,491,150,0,139,149.5,505,1
1893,0,491,150,0,139,149.75,505,1
1896,0,491,150,0,139,150,505,1
1899,0,491,150,0,139,150.25,505,1
1902,0,491,150,0,139,150.5,505,1
1905,0,491,150,0,139,150.75,505,1
1908,0,491,150,0,139,151,505,1
1911,0,491,150,0,139,151.25,505,1
1914,0,491,150,0,139,151.5,505,1
1917,0,491,150,0,139,151.75,505,1
1920,0,491,150,0,140,152,505,1
1923,0,491,150,0,140,152.25,505,1
1926,0,491,150,0,140,152.5,505,1
1929,0,491,150,0,140,152.75,505,1
1932,0,491,150,0,140,153,505,1
1935,0,491,150,0,140,153.25,505,1
1938,0,491,150,0,140,153.5,505,1
1941,0,491,150,0,140,153.75,505,1
1944,0,491,150,0,140,154,505,1
1947,0,491,150,0,140,154.25,505,1
1950,0,491,150,0,140,154.5,505,1
1953,0,491,150,0,140,154.75,505,1
1956,0,491,150,0,140,155,505,1
1959,0,491,150,0,140,155.25,505,1
1962,0,491,150,0,140,155.5,505,1
1965,0,491,150,0,140,155.75,505,1
1968,0,491,150,0,140,156,505,1
1971,0,491,150,0,140,156.25,505,1
1974,0,491,150,0,140,156.5,505,1
1977,0,491,150,0,140,156.75,505,1
1980,0,491,150,0,140,157,505,1
1983,0,491,150,0,140,157.25,505,1
1986,0,491,150,0,140,157.5,505,1
1989,0,491,150,0,140,157.75,505,1
1992,0,491,150,0,140,158,505,1
1995,0,491,150,0,140,158.25,505,1
1998,0,491,150,0,141,158.5,505,1
2001,0,491,150,0,141,158.75,505,1
2004,0,491,150,0,141,159,505,1
2007,0,491,150,0,141,159.25,505,1
2010,0,491,150,0,141,159.5,505,1
2013,0,491,150,0,141,159.75,505,1
2016,0,491,150,0,141,160,505,1
2019,0,491,150,0,141,160.25,505,1
2022,0,491,150,0,141,160.5,505,1
2025,0,491,150,0,141,160.75,505,1
2028,0,491,150,0,141,161,505,1
2031,0,491,150,0,141,161.25,505,1
2034,0,491,150,0,141,161.5,505,1
2037,0,491,150,0,141,161.75,505,1
2040,0,491,150,0,141,162,505,1
2043,0,491,150,0,141,162.25,505,1
2046,0,491,150,0,141,162.5,505,1
2049,0,491,150,0,141,162.75,505,1
2052,0,491,150,0,141,163,505,1
2055,0,491,150,0,141,163.25,505,1
2058,0,491,150,0,141,163.5,505,1
2061,0,491,150,0,141,163.75,505,1
2064,0,491,150,0,141,164,505,1
2067,0,491,150,0,141,164.25,505,1
2070,0,491,150,0,141,164.5,505,1
2073,0,491,150,0,141,164.75,505,1
2076,0,491,150,0,141,165,505,1
