time,necrotic_total,hepatocytes_total,kupffer_total,macrophages_total,senescent_total,real_time,r,run
0,0,600,150,0,0,-8,0.1,1
3,0,600,150,0,0,-7.75,0.1,1
6,0,600,150,0,0,-7.5,0.1,1
9,0,600,150,0,0,-7.25,0.1,1
12,0,600,150,0,0,-7,0.1,1
15,0,600,150,0,0,-6.75,0.1,1
18,0,600,150,0,0,-6.5,0.1,1
21,0,600,150,0,0,-6.25,0.1,1
24,0,600,150,0,0,-6,0.1,1
27,0,600,150,0,0,-5.75,0.1,1
30,0,600,150,0,0,-5.5,0.1,1
33,0,600,150,0,0,-5.25,0.1,1
36,0,600,150,0,0,-5,0.1,1
39,0,600,150,0,0,-4.75,0.1,1
42,0,600,150,0,0,-4.5,0.1,1
45,0,600,150,0,0,-4.25,0.1,1
48,0,600,150,0,0,-4,0.1,1
51,0,600,150,0,0,-3.75,0.1,1
54,0,600,150,0,0,-3.5,0.1,1
57,0,600,150,0,0,-3.25,0.1,1
60,0,600,150,0,0,-3,0.1,1
63,0,600,150,0,0,-2.75,0.1,1
66,0,600,150,0,0,-2.5,0.1,1
69,0,600,150,0,0,-2.25,0.1,1
72,0,600,150,0,0,-2,0.1,1
75,0,600,150,0,0,-1.75,0.1,1
78,0,600,150,0,0,-1.5,0.1,1
81,0,600,150,0,0,-1.25,0.1,1
84,0,600,150,0,0,-1,0.1,1
87,0,600,150,0,0,-0.75,0.1,1
90,0,600,150,0,0,-0.5,0.1,1
93,0,600,150,0,0,-0.25,0.1,1
96,0,600,150,0,0,0,0.1,1
99,0,600,150,0,0,0.25,0.1,1
102,0,600,150,0,0,0.5,0.1,1
105,0,600,150,0,0,0.75,0.1,1
108,0,600,150,0,0,1,0.1,1
111,0,600,150,0,0,1.25,0.1,1
114,0,600,150,0,0,1.5,0.1,1
117,0,600,150,0,0,1.75,0.1,1
120,0,600,150,0,0,2,0.1,1
123,0,600,150,0,0,2.25,0.1,1
126,0,600,150,0,0,2.5,0.1,1
129,0,600,150,0,0,2.75,0.1,1
132,0,600,150,0,0,3,0.1,1
135,0,600,150,0,0,3.25,0.1,1
138,0,600,150,0,0,3.5,0.1,1
141,0,600,150,0,0,3.75,0.1,1
144,0,600,150,0,0,4,0.1,1
147,0,600,150,0,0,4.25,0.1,1
