time,necrotic_total,hepatocytes_total,kupffer_total,macrophages_total,senescent_total,real_time,r,run
903,6,486,150,68,65,67.25,0.125,1
906,6,486,150,68,66,67.5,0.125,1
909,6,486,150,68,67,67.75,0.125,1
912,6,486,150,68,68,68,0.125,1
915,6,486,150,68,70,68.25,0.125,1
918,6,486,150,68,70,68.5,0.125,1
921,6,486,150,68,70,68.75,0.125,1
924,6,486,150,68,70,69,0.125,1
927,6,486,150,68,70,69.25,0.125,1
930,4,486,150,68,70,69.5,0.125,1
933,4,487,150,68,70,69.75,0.125,1
936,3,487,150,68,70,70,0.125,1
939,2,487,150,68,70,70.25,0.125,1
942,1,487,150,68,70,70.5,0.125,1
945,1,487,150,68,70,70.75,0.125,1
948,1,487,150,68,70,71,0.125,1
951,1,487,150,68,70,71.25,0.125,1
954,1,487,150,68,70,71.5,0.125,1
957,1,487,150,68,70,71.75,0.125,1
960,1,487,150,68,70,72,0.125,1
963,0,487,150,68,71,72.25,0.125,1
966,0,489,150,68,71,72.5,0.125,1
969,0,489,150,68,71,72.75,0.125,1
972,0,490,150,68,71,73,0.125,1
975,0,490,150,68,71,73.25,0.125,1
978,0,491,150,68,71,73.5,0.125,1
981,0,491,150,68,71,73.75,0.125,1
984,0,491,150,68,71,74,0.125,1
987,0,491,150,68,71,74.25,0.125,1
990,0,491,150,68,71,74.5,0.125,1
993,0,491,150,68,71,74.75,0.125,1
996,0,491,150,68,71,75,0.125,1
999,0,492,150,68,71,75.25,0.125,1
1002,0,492,150,68,71,75.5,0.125,1
1005,0,492,150,68,71,75.75,0.125,1
1008,0,492,150,68,71,76,0.125,1
1011,0,492,150,68,71,76.25,0.125,1
1014,0,492,150,68,71,76.5,0.125,1
1017,0,492,150,68,71,76.75,0.125,1
1020,0,493,150,67,71,77,0.125,1
1023,0,493,150,66,71,77.25,0.125,1
1026,0,493,150,66,71,77.5,0.125,1
1029,0,493,150,65,71,77.75,0.125,1
1032,0,493,150,65,71,78,0.125,1
1035,0,493,150,65,71,78.25,0.125,1
1038,0,493,150,64,71,78.5,0.125,1
1041,0,493,150,61,71,78.75,0.125,1
1044,0,493,150,60,71,79,0.125,1
1047,0,493,150,59,71,79.25,0.125,1
1050,0,493,150,58,71,79.5,0.125,1
1053,0,493,150,58,71,79.75,0.125,1
1056,0,493,150,54,71,80,0.125,1
1059,0,493,150,53,71,80.25,0.125,1
1062,0,493,150,53,71,80.5,0.125,1
1065,0,493,150,52,71,80.75,0.125,1
1068,0,493,150,52,71,81,0.125,1
1071,0,493,150,51,71,81.25,0.125,1
1074,0,493,150,51,71,81.5,0.125,1
1077,0,493,150,51,71,81.75,0.125,1
1080,0,493,150,51,71,82,0.125,1
1083,0,493,150,51,71,82.25,0.125,1
1086,0,493,150,51,71,82.5,0.125,1
1089,0,494,150,50,71,82.75,0.125,1
1092,0,495,150,50,71,83,0.125,1
1095,0,495,150,49,71,83.25,0.125,1
1098,0,495,150,49,71,83.5,0.125,1
1101,0,495,150,47,71,83.75,0.125,1
1104,0,495,150,47,71,84,0.125,1
1107,0,495,150,47,71,84.25,0.125,1
1110,0,495,150,47,71,84.5,0.125,1
1113,0,496,150,44,71,84.75,0.125,1
1116,0,496,150,42,71,85,0.125,1
1119,0,496,150,42,71,85.25,0.125,1
1122,0,496,150,41,71,85.5,0.125,1
1125,0,496,150,40,71,85.75,0.125,1
1128,0,496,150,40,71,86,0.125,1
1131,0,496,150,40,71,86.25,0.125,1
1134,0,496,150,40,71,86.5,0.125,1
1137,0,496,150,40,71,86.75,0.125,1
1140,0,497,150,39,71,87,0.125,1
1143,0,497,150,37,71,87.25,0.125,1
1146,0,497,150,35,71,87.5,0.125,1
1149,0,497,150,33,71,87.75,0.125,1
1152,0,497,150,33,71,88,0.125,1
1155,0,497,150,33,71,88.25,0.125,1
1158,0,497,150,33,71,88.5,0.125,1
1161,0,497,150,32,71,88.75,0.125,1
1164,0,497,150,32,71,89,0.125,1
1167,0,498,150,32,71,89.25,0.125,1
1170,0,498,150,31,71,89.5,0.125,1
1173,0,498,150,30,71,89.75,0.125,1
1176,0,498,150,30,71,90,0.125,1
1179,0,498,150,30,71,90.25,0.125,1
1182,0,498,150,30,71,90.5,0.125,1
1185,0,498,150,30,71,90.75,0.125,1
1188,0,498,150,30,71,91,0.125,1
1191,0,498,150,30,71,91.25,0.125,1
1194,0,498,150,30,71,91.5,0.125,1
1197,0,498,150,30,71,91.75,0.125,1
1200,0,498,150,30,71,92,0.125,1
1203,0,498,150,30,71,92.25,0.125,1
1206,0,498,150,30,71,92.5,0.125,1
1209,0,498,150,29,71,92.75,0.125,1
1212,0,498,150,29,71,93,0.125,1
1215,0,499,150,29,71,93.25,0.125,1
1218,0,499,150,28,71,93.5,0.125,1
1221,0,499,150,28,71,93.75,0.125,1
1224,0,501,150,28,71,94,0.125,1
1227,0,501,150,27,71,94.25,0.125,1
1230,0,501,150,27,71,94.5,0.125,1
1233,0,501,150,26,71,94.75,0.125,1
1236,0,501,150,26,71,95,0.125,1
1239,0,501,150,26,71,95.25,0.125,1
1242,0,501,150,26,71,95.5,0.125,1
1245,0,501,150,26,71,95.75,0.125,1
1248,0,501,150,25,71,96,0.125,1
1251,0,501,150,25,71,96.25,0.125,1
1254,0,502,150,25,71,96.5,0.125,1
1257,0,503,150,25,71,96.75,0.125,1
1260,0,504,150,25,71,97,0.125,1
1263,0,504,150,25,71,97.25,0.125,1
1266,0,504,150,24,71,97.5,0.125,1
1269,0,504,150,24,71,97.75,0.125,1
1272,0,504,150,24,71,98,0.125,1
1275,0,504,150,24,71,98.25,0.125,1
1278,0,504,150,23,71,98.5,0.125,1
1281,0,505,150,23,71,98.75,0.125,1
1284,0,505,150,23,71,99,0.125,1
1287,0,505,150,23,71,99.25,0.125,1
1290,0,505,150,23,71,99.5,0.125,1
1293,0,506,150,23,71,99.75,0.125,1
1296,0,506,150,23,71,100,0.125,1
1299,0,506,150,23,71,100.25,0.125,1
1302,0,506,150,22,71,100.5,0.125,1
1305,0,506,150,22,71,100.75,0.125,1
1308,0,506,150,21,71,101,0.125,1
1311,0,506,150,21,71,101.25,0.125,1
1314,0,506,150,21,71,101.5,0.125,1
1317,0,506,150,21,71,101.75,0.125,1
1320,0,506,150,21,71,102,0.125,1
1323,0,506,150,21,72,102.25,0.125,1
1326,0,506,150,20,72,102.5,0.125,1
1329,0,506,150,20,72,102.75,0.125,1
1332,0,506,150,19,72,103,0.125,1
1335,0,506,150,19,72,103.25,0.125,1
1338,0,506,150,19,72,103.5,0.125,1
1341,0,506,150,18,72,103.75,0.125,1
1344,0,506,150,18,72,104,0.125,1
1347,0,506,150,18,72,104.25,0.125,1
1350,0,506,150,18,72,104.5,0.125,1
1353,0,506,150,18,72,104.75,0.125,1
1356,0,506,150,17,72,105,0.125,1
1359,0,506,150,17,72,105.25,0.125,1
1362,0,506,150,17,72,105.5,0.125,1
1365,0,506,150,16,72,105.75,0.125,1
1368,0,506,150,16,72,106,0.125,1
1371,0,506,150,15,72,106.25,0.125,1
1374,0,506,150,15,72,106.5,0.125,1
1377,0,506,150,13,72,106.75,0.125,1
1380,0,506,150,12,72,107,0.125,1
1383,0,506,150,11,72,107.25,0.125,1
1386,0,506,150,11,72,107.5,0.125,1
1389,0,506,150,11,72,107.75,0.125,1
