time,necrotic_total,hepatocytes_total,kupffer_total,macrophages_total,senescent_total,real_time,r,run
0,0,600,150,0,0,-8,0.01,1
3,0,600,150,0,0,-7.75,0.01,1
6,0,600,150,0,0,-7.5,0.01,1
9,0,600,150,0,0,-7.25,0.01,1
12,0,600,150,0,0,-7,0.01,1
15,0,600,150,0,0,-6.75,0.01,1
18,0,600,150,0,0,-6.5,0.01,1
21,0,600,150,0,0,-6.25,0.01,1
24,0,600,150,0,0,-6,0.01,1
27,0,600,150,0,0,-5.75,0.01,1
30,0,600,150,0,0,-5.5,0.01,1
33,0,600,150,0,0,-5.25,0.01,1
36,0,600,150,0,0,-5,0.01,1
39,0,600,150,0,0,-4.75,0.01,1
42,0,600,150,0,0,-4.5,0.01,1
45,0,600,150,0,0,-4.25,0.01,1
48,0,600,150,0,0,-4,0.01,1
51,0,600,150,0,0,-3.75,0.01,1
54,0,600,150,0,0,-3.5,0.01,1
57,0,600,150,0,0,-3.25,0.01,1
60,0,600,150,0,0,-3,0.01,1
63,0,600,150,0,0,-2.75,0.01,1
66,0,600,150,0,0,-2.5,0.01,1
69,0,600,150,0,0,-2.25,0.01,1
72,0,600,150,0,0,-2,0.01,1
75,0,600,150,0,0,-1.75,0.01,1
78,0,600,150,0,0,-1.5,0.01,1
81,0,600,150,0,0,-1.25,0.01,1
84,0,600,150,0,0,-1,0.01,1
87,0,600,150,0,0,-0.75,0.01,1
90,0,600,150,0,0,-0.5,0.01,1
93,0,600,150,0,0,-0.25,0.01,1
96,0,600,150,0,0,0,0.01,1
99,0,600,150,0,0,0.25,0.01,1
102,0,600,150,0,0,0.5,0.01,1
105,0,600,150,0,0,0.75,0.01,1
108,0,600,150,0,0,1,0.01,1
111,0,600,150,0,0,1.25,0.01,1
114,0,600,150,0,0,1.5,0.01,1
117,0,600,150,0,0,1.75,0.01,1
120,0,600,150,0,0,2,0.01,1
123,0,600,150,0,0,2.25,0.01,1
126,0,600,150,0,0,2.5,0.01,1
129,0,600,150,0,0,2.75,0.01,1
132,0,600,150,0,0,3,0.01,1
135,0,600,150,0,0,3.25,0.01,1
138,0,600,150,0,0,3.5,0.01,1
141,0,600,150,0,0,3.75,0.01,1
144,0,600,150,0,0,4,0.01,1
147,0,600,150,0,0,4.25,0.01,1
150,0,600,150,0,0,4.5,0.01,1
153,0,600,150,0,0,4.75,0.01,1
156,0,600,150,0,0,5,0.01,1
159,0,600,150,0,0,5.25,0.01,1
162,0,600,150,0,0,5.5,0.01,1
165,0,600,150,0,0,5.75,0.01,1
168,0,600,150,0,0,6,0.01,1
171,0,600,150,0,0,6.25,0.01,1
174,0,600,150,0,0,6.5,0.01,1
177,0,600,150,0,0,6.75,0.01,1
180,0,600,150,0,0,7,0.01,1
183,0,600,150,0,0,7.25,0.01,1
186,0,600,150,0,0,7.5,0.01,1
189,18,582,150,0,0,7.75,0.01,1
192,31,569,150,0,0,8,0.01,1
195,38,562,150,0,0,8.25,0.01,1
198,46,554,150,0,0,8.5,0.01,1
201,55,545,150,0,0,8.75,0.01,1
204,62,538,150,1,0,9,0.01,1
207,68,532,150,3,0,9.25,0.01,1
210,73,527,150,6,0,9.5,0.01,1
213,78,522,150,8,0,9.75,0.01,1
216,81,519,150,10,0,10,0.01,1
219,87,513,150,12,0,10.25,0.01,1
222,90,510,150,13,0,10.5,0.01,1
225,93,507,150,14,0,10.75,0.01,1
228,101,499,150,15,0,11,0.01,1
231,107,493,150,15,0,11.25,0.01,1
234,111,489,150,17,0,11.5,0.01,1
237,117,483,150,17,0,11.75,0.01,1
240,118,482,150,19,0,12,0.01,1
243,122,478,150,19,0,12.25,0.01,1
246,122,478,150,20,0,12.5,0.01,1
249,124,476,150,21,0,12.75,0.01,1
252,127,473,150,23,0,13,0.01,1
255,127,473,150,25,0,13.25,0.01,1
258,128,472,150,27,0,13.5,0.01,1
261,130,470,150,29,0,13.75,0.01,1
264,132,468,150,32,0,14,0.01,1
267,134,466,150,33,0,14.25,0.01,1
270,134,466,150,35,0,14.5,0.01,1
273,137,463,150,35,0,14.75,0.01,1
276,137,463,150,36,0,15,0.01,1
279,137,463,150,39,1,15.25,0.01,1
282,138,462,150,41,3,15.5,0.01,1
285,139,461,150,43,3,15.75,0.01,1
288,139,461,150,43,4,16,0.01,1
291,141,460,150,45,4,16.25,0.01,1
294,141,460,150,46,6,16.5,0.01,1
297,141,460,150,48,7,16.75,0.01,1
300,141,461,150,49,8,17,0.01,1
303,141,461,150,50,9,17.25,0.01,1
306,141,462,150,52,11,17.5,0.01,1
309,141,462,150,54,12,17.75,0.01,1
312,141,462,150,57,13,18,0.01,1
315,141,463,150,58,15,18.25,0.01,1
318,141,463,150,59,16,18.5,0.01,1
321,141,463,150,60,16,18.75,0.01,1
324,141,463,150,62,18,19,0.01,1
327,141,464,150,64,20,19.25,0.01,1
330,141,464,150,67,20,19.5,0.01,1
333,141,464,150,68,21,19.75,0.01,1
336,141,466,150,69,24,20,0.01,1
339,141,467,150,71,26,20.25,0.01,1
342,141,468,150,71,26,20.5,0.01,1
345,141,468,150,71,27,20.75,0.01,1
348,141,468,150,73,28,21,0.01,1
351,141,468,150,75,28,21.25,0.01,1
354,141,468,150,77,28,21.5,0.01,1
357,141,469,150,79,29,21.75,0.01,1
360,141,470,150,81,30,22,0.01,1
363,141,470,150,81,30,22.25,0.01,1
366,141,470,150,81,31,22.5,0.01,1
369,141,470,150,81,32,22.75,0.01,1
372,141,470,150,81,33,23,0.01,1
375,141,471,150,81,34,23.25,0.01,1
378,141,471,150,81,34,23.5,0.01,1
381,141,471,150,81,36,23.75,0.01,1
384,141,471,150,81,36,24,0.01,1
387,140,471,150,81,37,24.25,0.01,1
390,139,471,150,82,37,24.5,0.01,1
393,139,472,150,84,37,24.75,0.01,1
396,138,473,150,86,37,25,0.01,1
399,135,474,150,88,37,25.25,0.01,1
402,135,475,150,91,37,25.5,0.01,1
405,135,475,150,93,37,25.75,0.01,1
408,133,475,150,95,38,26,0.01,1
411,131,476,150,96,39,26.25,0.01,1
414,127,477,150,98,39,26.5,0.01,1
417,124,477,150,99,39,26.75,0.01,1
420,122,477,150,100,39,27,0.01,1
423,120,477,150,102,41,27.25,0.01,1
426,120,477,150,104,41,27.5,0.01,1
429,118,477,150,104,41,27.75,0.01,1
432,117,477,150,104,41,28,0.01,1
435,116,477,150,104,41,28.25,0.01,1
438,116,477,150,104,41,28.5,0.01,1
441,114,478,150,104,41,28.75,0.01,1
444,111,478,150,104,41,29,0.01,1
447,110,478,150,104,41,29.25,0.01,1
450,108,478,150,104,42,29.5,0.01,1
453,105,478,150,104,42,29.75,0.01,1
456,105,479,150,104,42,30,0.01,1
459,105,479,150,104,43,30.25,0.01,1
462,105,479,150,104,43,30.5,0.01,1
465,105,479,150,104,43,30.75,0.01,1
468,104,479,150,104,44,31,0.01,1
471,103,479,150,104,44,31.25,0.01,1
474,103,481,150,104,44,31.5,0.01,1
477,102,481,150,104,44,31.75,0.01,1
480,102,481,150,104,44,32,0.01,1
483,102,481,150,104,45,32.25,0.01,1
486,102,483,150,104,45,32.5,0.01,1
489,102,484,150,104,45,32.75,0.01,1
492,100,484,150,104,45,33,0.01,1
495,100,484,150,104,45,33.25,0.01,1
498,100,484,150,104,45,33.5,0.01,1
501,98,485,150,104,45,33.75,0.01,1
504,98,485,150,104,45,34,0.01,1
507,98,485,150,104,45,34.25,0.01,1
510,97,485,150,104,45,34.5,0.01,1
513,96,485,150,104,46,34.75,0.01,1
516,96,485,150,104,46,35,0.01,1
519,96,485,150,104,46,35.25,0.01,1
522,96,485,150,104,47,35.5,0.01,1
525,96,485,150,104,47,35.75,0.01,1
528,96,485,150,104,47,36,0.01,1
531,96,486,150,104,47,36.25,0.01,1
534,96,487,150,104,47,36.5,0.01,1
537,96,487,150,104,47,36.75,0.01,1
540,94,487,150,104,47,37,0.01,1
543,93,487,150,104,47,37.25,0.01,1
546,91,487,150,104,47,37.5,0.01,1
549,89,487,150,104,47,37.75,0.01,1
552,87,487,150,104,47,38,0.01,1
555,85,487,150,104,47,38.25,0.01,1
558,85,487,150,104,47,38.5,0.01,1
561,82,487,150,104,47,38.75,0.01,1
564,80,488,150,104,47,39,0.01,1
567,78,488,150,104,47,39.25,0.01,1
570,75,488,150,104,47,39.5,0.01,1
573,73,488,150,104,48,39.75,0.01,1
576,72,488,150,104,48,40,0.01,1
