time,necrotic_total,hepatocytes_total,kupffer_total,macrophages_total,senescent_total,real_time,trtmt,run
0,0,600,150,0,0,-8,18,1
3,0,600,150,0,0,-7.75,18,1
6,0,600,150,0,0,-7.5,18,1
9,0,600,150,0,0,-7.25,18,1
12,0,600,150,0,0,-7,18,1
15,0,600,150,0,0,-6.75,18,1
18,0,600,150,0,0,-6.5,18,1
21,0,600,150,0,0,-6.25,18,1
24,0,600,150,0,0,-6,18,1
27,0,600,150,0,0,-5.75,18,1
30,0,600,150,0,0,-5.5,18,1
33,0,600,150,0,0,-5.25,18,1
36,0,600,150,0,0,-5,18,1
39,0,600,150,0,0,-4.75,18,1
42,0,600,150,0,0,-4.5,18,1
45,0,600,150,0,0,-4.25,18,1
48,0,600,150,0,0,-4,18,1
51,0,600,150,0,0,-3.75,18,1
54,0,600,150,0,0,-3.5,18,1
57,0,600,150,0,0,-3.25,18,1
60,0,600,150,0,0,-3,18,1
63,0,600,150,0,0,-2.75,18,1
66,0,600,150,0,0,-2.5,18,1
69,0,600,150,0,0,-2.25,18,1
72,0,600,150,0,0,-2,18,1
75,0,600,150,0,0,-1.75,18,1
78,0,600,150,0,0,-1.5,18,1
81,0,600,150,0,0,-1.25,18,1
84,0,600,150,0,0,-1,18,1
87,0,600,150,0,0,-0.75,18,1
90,0,600,150,0,0,-0.5,18,1
93,0,600,150,0,0,-0.25,18,1
96,0,600,150,0,0,-1.509903313e-13,18,1
99,0,600,150,0,0,0.25,18,1
102,0,600,150,0,0,0.5,18,1
105,0,600,150,0,0,0.75,18,1
108,0,600,150,0,0,1,18,1
111,0,600,150,0,0,1.25,18,1
114,0,600,150,0,0,1.5,18,1
117,0,600,150,0,0,1.75,18,1
120,0,600,150,0,0,2,18,1
123,0,600,150,0,0,2.25,18,1
126,0,600,150,0,0,2.5,18,1
129,0,600,150,0,0,2.75,18,1
132,0,600,150,0,0,3,18,1
135,0,600,150,0,0,3.25,18,1
138,0,600,150,0,0,3.5,18,1
141,0,600,150,0,0,3.75,18,1
144,0,600,150,0,0,4,18,1
147,0,600,150,0,0,4.25,18,1
150,0,600,150,0,0,4.5,18,1
153,0,600,150,0,0,4.75,18,1
156,0,600,150,0,0,5,18,1
159,0,600,150,0,0,5.25,18,1
162,0,600,150,0,0,5.5,18,1
165,0,600,150,0,0,5.75,18,1
168,0,600,150,0,0,6,18,1
171,0,600,150,0,0,6.25,18,1
174,0,600,150,0,0,6.5,18,1
177,0,600,150,0,0,6.75,18,1
180,0,600,150,0,0,7,18,1
183,0,600,150,0,0,7.25,18,1
186,0,600,150,0,0,7.5,18,1
189,18,582,150,0,0,7.75,18,1
192,30,570,150,0,0,8,18,1
195,40,560,150,0,0,8.25,18,1
198,46,554,150,0,0,8.5,18,1
201,52,548,150,0,0,8.75,18,1
204,58,542,150,0,0,9,18,1
207,66,534,150,2,0,9.25,18,1
210,74,526,150,4,0,9.5,18,1
213,77,523,150,6,0,9.75,18,1
216,83,517,150,7,0,10,18,1
219,86,514,150,7,0,10.25,18,1
222,92,508,150,9,0,10.5,18,1
225,96,504,150,12,0,10.75,18,1
228,97,503,150,13,0,11,18,1
231,103,497,150,14,0,11.25,18,1
234,106,494,150,15,0,11.5,18,1
237,107,493,150,17,0,11.75,18,1
240,110,490,150,18,0,12,18,1
243,113,487,150,21,0,12.25,18,1
246,118,482,150,23,0,12.5,18,1
249,120,480,150,25,0,12.75,18,1
252,122,479,150,26,0,13,18,1
255,124,477,150,29,0,13.25,18,1
258,126,475,150,31,0,13.5,18,1
261,127,474,150,32,0,13.75,18,1
264,129,472,150,33,0,14,18,1
267,133,468,150,35,1,14.25,18,1
270,135,466,150,35,1,14.5,18,1
273,138,463,150,36,0,14.75,18,1
276,138,463,150,37,0,15,18,1
279,138,463,150,39,1,15.25,18,1
282,140,461,150,40,2,15.5,18,1
285,141,460,150,41,3,15.75,18,1
288,141,460,150,41,5,16,18,1
291,142,460,150,43,6,16.25,18,1
294,143,459,150,43,7,16.5,18,1
297,144,458,150,45,6,16.75,18,1
300,144,458,150,46,6,17,18,1
303,145,457,150,47,7,17.25,18,1
306,145,457,150,47,8,17.5,18,1
309,145,457,150,48,10,17.75,18,1
312,145,457,150,48,14,18,18,1
315,145,457,150,49,17,18.25,18,1
318,145,458,150,51,18,18.5,18,1
321,145,458,150,52,19,18.75,18,1
324,145,458,150,54,21,19,18,1
327,145,458,150,56,22,19.25,18,1
330,145,458,150,56,23,19.5,18,1
333,145,458,150,58,24,19.75,18,1
336,145,459,150,59,26,20,18,1
339,145,460,150,61,26,20.25,18,1
342,145,461,150,63,26,20.5,18,1
345,145,461,150,65,26,20.75,18,1
348,145,461,150,66,26,21,18,1
351,145,461,150,68,26,21.25,18,1
354,145,461,150,70,28,21.5,18,1
357,145,461,150,71,28,21.75,18,1
360,145,461,150,74,28,22,18,1
363,145,462,150,76,28,22.25,18,1
366,145,462,150,78,28,22.5,18,1
369,145,462,150,81,28,22.75,18,1
372,145,462,150,81,28,23,18,1
375,145,462,150,81,29,23.25,18,1
378,145,463,150,82,29,23.5,18,1
381,145,463,150,84,29,23.75,18,1
384,144,464,150,85,29,24,18,1
