time,necrotic_total,hepatocytes_total,kupffer_total,macrophages_total,senescent_total,real_time,factor,run
0,0,600,150,0,0,-8,1e-5,1
3,0,600,150,0,0,-7.75,1e-5,1
6,0,600,150,0,0,-7.5,1e-5,1
9,0,600,150,0,0,-7.25,1e-5,1
12,0,600,150,0,0,-7,1e-5,1
15,0,600,150,0,0,-6.75,1e-5,1
18,0,600,150,0,0,-6.5,1e-5,1
21,0,600,150,0,0,-6.25,1e-5,1
24,0,600,150,0,0,-6,1e-5,1
27,0,600,150,0,0,-5.75,1e-5,1
30,0,600,150,0,0,-5.5,1e-5,1
33,0,600,150,0,0,-5.25,1e-5,1
36,0,600,150,0,0,-5,1e-5,1
39,0,600,150,0,0,-4.75,1e-5,1
42,0,600,150,0,0,-4.5,1e-5,1
45,0,600,150,0,0,-4.25,1e-5,1
48,0,600,150,0,0,-4,1e-5,1
51,0,600,150,0,0,-3.75,1e-5,1
54,0,600,150,0,0,-3.5,1e-5,1
57,0,600,150,0,0,-3.25,1e-5,1
60,0,600,150,0,0,-3,1e-5,1
63,0,600,150,0,0,-2.75,1e-5,1
66,0,600,150,0,0,-2.5,1e-5,1
69,0,600,150,0,0,-2.25,1e-5,1
72,0,600,150,0,0,-2,1e-5,1
75,0,600,150,0,0,-1.75,1e-5,1
78,0,600,150,0,0,-1.5,1e-5,1
81,0,600,150,0,0,-1.25,1e-5,1
84,0,600,150,0,0,-1,1e-5,1
87,0,600,150,0,0,-0.75,1e-5,1
90,0,600,150,0,0,-0.5,1e-5,1
93,0,600,150,0,0,-0.25,1e-5,1
96,0,600,150,0,0,0,1e-5,1
99,0,600,150,0,0,0.25,1e-5,1
102,0,600,150,0,0,0.5,1e-5,1
105,0,600,150,0,0,0.75,1e-5,1
108,0,600,150,0,0,1,1e-5,1
111,0,600,150,0,0,1.25,1e-5,1
114,0,600,150,0,0,1.5,1e-5,1
117,0,600,150,0,0,1.75,1e-5,1
120,0,600,150,0,0,2,1e-5,1
123,0,600,150,0,0,2.25,1e-5,1
126,0,600,150,0,0,2.5,1e-5,1
129,0,600,150,0,0,2.75,1e-5,1
132,0,600,150,0,0,3,1e-5,1
135,0,600,150,0,0,3.25,1e-5,1
138,0,600,150,0,0,3.5,1e-5,1
141,0,600,150,0,0,3.75,1e-5,1
144,0,600,150,0,0,4,1e-5,1
147,0,600,150,0,0,4.25,1e-5,1
150,0,600,150,0,0,4.5,1e-5,1
153,0,600,150,0,0,4.75,1e-5,1
156,0,600,150,0,0,5,1e-5,1
159,0,600,150,0,0,5.25,1e-5,1
162,0,600,150,0,0,5.5,1e-5,1
165,0,600,150,0,0,5.75,1e-5,1
168,0,600,150,0,0,6,1e-5,1
171,0,600,150,0,0,6.25,1e-5,1
174,0,600,150,0,0,6.5,1e-5,1
177,0,600,150,0,0,6.75,1e-5,1
180,0,600,150,0,0,7,1e-5,1
183,0,600,150,0,0,7.25,1e-5,1
186,0,600,150,0,0,7.5,1e-5,1
189,0,600,150,0,0,7.75,1e-5,1
192,0,600,150,0,0,8,1e-5,1
195,0,600,150,0,0,8.25,1e-5,1
198,0,600,150,0,0,8.5,1e-5,1
201,0,600,150,0,0,8.75,1e-5,1
204,0,600,150,0,0,9,1e-5,1
207,1,599,150,0,5,9.25,1e-5,1
210,2,598,150,0,18,9.5,1e-5,1
213,2,598,150,0,30,9.75,1e-5,1
216,2,598,150,0,39,10,1e-5,1
219,2,598,150,0,48,10.25,1e-5,1
222,2,598,150,0,58,10.5,1e-5,1
225,2,598,150,0,62,10.75,1e-5,1
228,2,598,150,0,69,11,1e-5,1
231,3,597,150,0,75,11.25,1e-5,1
234,3,597,150,0,78,11.5,1e-5,1
237,4,596,150,1,86,11.75,1e-5,1
240,6,594,150,1,90,12,1e-5,1
243,6,594,150,2,95,12.25,1e-5,1
246,6,594,150,4,100,12.5,1e-5,1
249,7,593,150,4,104,12.75,1e-5,1
252,7,593,150,6,107,13,1e-5,1
255,9,591,150,9,109,13.25,1e-5,1
258,9,591,150,10,112,13.5,1e-5,1
261,11,589,150,11,111,13.75,1e-5,1
264,11,589,150,13,114,14,1e-5,1
267,11,589,150,15,116,14.25,1e-5,1
270,11,590,150,18,124,14.5,1e-5,1
273,13,588,150,19,128,14.75,1e-5,1
276,13,589,150,21,131,15,1e-5,1
279,14,589,150,22,134,15.25,1e-5,1
282,14,589,150,24,138,15.5,1e-5,1
285,14,590,150,26,143,15.75,1e-5,1
288,15,590,150,28,145,16,1e-5,1
291,15,590,150,31,147,16.25,1e-5,1
294,15,590,150,32,151,16.5,1e-5,1
297,15,590,150,32,153,16.75,1e-5,1
300,15,590,150,33,154,17,1e-5,1
303,15,590,150,34,156,17.25,1e-5,1
306,15,591,150,35,159,17.5,1e-5,1
309,15,592,150,37,160,17.75,1e-5,1
312,16,592,150,39,161,18,1e-5,1
315,17,591,150,41,160,18.25,1e-5,1
318,17,591,150,43,161,18.5,1e-5,1
321,17,591,150,46,162,18.75,1e-5,1
324,17,591,150,46,163,19,1e-5,1
327,19,590,150,46,162,19.25,1e-5,1
330,19,590,150,46,164,19.5,1e-5,1
333,20,589,150,46,163,19.75,1e-5,1
336,22,587,150,46,161,20,1e-5,1
339,22,587,150,46,162,20.25,1e-5,1
342,23,586,150,46,162,20.5,1e-5,1
345,23,586,150,47,163,20.75,1e-5,1
348,24,585,150,49,162,21,1e-5,1
351,24,585,150,49,164,21.25,1e-5,1
354,25,585,150,51,163,21.5,1e-5,1
357,25,586,150,53,163,21.75,1e-5,1
360,25,586,150,54,163,22,1e-5,1
363,25,587,150,55,163,22.25,1e-5,1
366,26,586,150,57,162,22.5,1e-5,1
369,26,586,150,58,162,22.75,1e-5,1
372,26,586,150,60,162,23,1e-5,1
375,26,586,150,61,162,23.25,1e-5,1
378,26,586,150,62,162,23.5,1e-5,1
381,26,587,150,64,162,23.75,1e-5,1
384,27,586,150,66,161,24,1e-5,1
387,27,586,150,67,161,24.25,1e-5,1
390,27,587,150,69,162,24.5,1e-5,1
393,27,588,150,72,162,24.75,1e-5,1
396,27,588,150,74,162,25,1e-5,1
399,27,588,150,74,162,25.25,1e-5,1
402,27,588,150,76,162,25.5,1e-5,1
405,27,588,150,79,162,25.75,1e-5,1
408,27,588,150,79,162,26,1e-5,1
411,27,588,150,82,163,26.25,1e-5,1
414,27,588,150,84,163,26.5,1e-5,1
417,27,588,150,85,163,26.75,1e-5,1
420,27,588,150,88,163,27,1e-5,1
423,29,586,150,91,161,27.25,1e-5,1
426,31,584,150,92,159,27.5,1e-5,1
429,32,583,150,95,158,27.75,1e-5,1
432,32,583,150,96,158,28,1e-5,1
435,32,583,150,96,158,28.25,1e-5,1
438,33,582,150,98,157,28.5,1e-5,1
441,34,582,150,99,156,28.75,1e-5,1
444,35,581,150,100,155,29,1e-5,1
447,36,580,150,101,154,29.25,1e-5,1
450,36,581,150,103,154,29.5,1e-5,1
453,36,581,150,103,154,29.75,1e-5,1
456,36,581,150,103,154,30,1e-5,1
459,36,581,150,103,154,30.25,1e-5,1
462,36,583,150,103,154,30.5,1e-5,1
465,36,583,150,103,154,30.75,1e-5,1
468,36,585,150,103,154,31,1e-5,1
471,36,585,150,103,154,31.25,1e-5,1
474,36,585,150,103,154,31.5,1e-5,1
477,36,586,150,103,154,31.75,1e-5,1
480,36,586,150,103,154,32,1e-5,1
483,35,586,150,103,154,32.25,1e-5,1
486,35,588,150,103,154,32.5,1e-5,1
489,35,588,150,103,154,32.75,1e-5,1
492,34,588,150,103,154,33,1e-5,1
495,34,588,150,103,154,33.25,1e-5,1
498,32,589,150,103,154,33.5,1e-5,1
501,31,589,150,103,154,33.75,1e-5,1
504,31,589,150,103,154,34,1e-5,1
507,26,589,150,103,154,34.25,1e-5,1
510,27,588,150,103,153,34.5,1e-5,1
513,26,588,150,103,153,34.75,1e-5,1
516,26,588,150,103,155,35,1e-5,1
519,26,588,150,103,156,35.25,1e-5,1
522,25,588,150,103,157,35.5,1e-5,1
525,25,589,150,103,157,35.75,1e-5,1
528,23,589,150,103,157,36,1e-5,1
531,23,589,150,103,159,36.25,1e-5,1
534,23,589,150,103,162,36.5,1e-5,1
537,21,589,150,103,162,36.75,1e-5,1
540,20,589,150,103,162,37,1e-5,1
543,20,589,150,103,163,37.25,1e-5,1
546,19,589,150,103,167,37.5,1e-5,1
549,19,589,150,103,169,37.75,1e-5,1
552,19,589,150,103,170,38,1e-5,1
555,19,589,150,103,171,38.25,1e-5,1
558,19,590,150,103,173,38.5,1e-5,1
561,19,590,150,103,173,38.75,1e-5,1
564,19,590,150,103,173,39,1e-5,1
567,19,590,150,103,173,39.25,1e-5,1
570,19,590,150,103,174,39.5,1e-5,1
573,19,590,150,103,174,39.75,1e-5,1
576,17,590,150,103,174,40,1e-5,1
579,17,590,150,103,175,40.25,1e-5,1
582,16,590,150,103,176,40.5,1e-5,1
585,16,590,150,103,176,40.75,1e-5,1
588,16,590,150,103,176,41,1e-5,1
591,14,590,150,103,176,41.25,1e-5,1
594,14,590,150,103,176,41.5,1e-5,1
597,13,590,150,103,176,41.75,1e-5,1
600,13,590,150,103,176,42,1e-5,1
603,13,590,150,103,176,42.25,1e-5,1
606,13,590,150,103,176,42.5,1e-5,1
609,10,590,150,103,177,42.75,1e-5,1
612,10,590,150,103,177,43,1e-5,1
615,10,590,150,103,177,43.25,1e-5,1
618,9,590,150,103,177,43.5,1e-5,1
621,9,590,150,103,177,43.75,1e-5,1
624,9,590,150,103,178,44,1e-5,1
627,9,590,150,103,178,44.25,1e-5,1
630,9,590,150,103,178,44.5,1e-5,1
633,8,590,150,103,178,44.75,1e-5,1
636,8,590,150,103,178,45,1e-5,1
639,8,590,150,103,178,45.25,1e-5,1
642,8,590,150,103,179,45.5,1e-5,1
645,8,590,150,103,179,45.75,1e-5,1
648,8,590,150,103,179,46,1e-5,1
651,6,590,150,103,179,46.25,1e-5,1
654,6,590,150,103,179,46.5,1e-5,1
657,6,590,150,103,180,46.75,1e-5,1
660,5,590,150,103,180,47,1e-5,1
663,5,590,150,103,180,47.25,1e-5,1
666,5,590,150,103,180,47.5,1e-5,1
669,5,590,150,103,180,47.75,1e-5,1
672,5,590,150,103,180,48,1e-5,1
675,4,590,150,103,180,48.25,1e-5,1
678,4,590,150,103,181,48.5,1e-5,1
681,4,590,150,103,182,48.75,1e-5,1
684,4,590,150,103,182,49,1e-5,1
687,3,590,150,103,182,49.25,1e-5,1
690,3,591,150,103,183,49.5,1e-5,1
693,3,591,150,103,184,49.75,1e-5,1
696,2,591,150,103,184,50,1e-5,1
699,2,591,150,103,185,50.25,1e-5,1
702,2,591,150,103,187,50.5,1e-5,1
705,1,591,150,103,187,50.75,1e-5,1
708,1,591,150,103,187,51,1e-5,1
711,1,593,150,103,187,51.25,1e-5,1
714,1,593,150,103,187,51.5,1e-5,1
717,1,593,150,103,187,51.75,1e-5,1
720,1,594,150,103,187,52,1e-5,1
723,1,594,150,103,187,52.25,1e-5,1
726,1,594,150,103,187,52.5,1e-5,1
729,1,594,150,103,187,52.75,1e-5,1
732,1,594,150,103,187,53,1e-5,1
735,1,594,150,103,187,53.25,1e-5,1
738,1,595,150,103,187,53.5,1e-5,1
741,1,595,150,103,187,53.75,1e-5,1
744,1,595,150,103,187,54,1e-5,1
747,1,595,150,103,188,54.25,1e-5,1
750,1,596,150,103,188,54.5,1e-5,1
753,1,596,150,103,188,54.75,1e-5,1
756,1,596,150,103,189,55,1e-5,1
759,1,596,150,103,190,55.25,1e-5,1
762,1,596,150,103,190,55.5,1e-5,1
765,1,596,150,103,190,55.75,1e-5,1
768,1,596,150,103,190,56,1e-5,1
771,1,597,150,103,190,56.25,1e-5,1
774,1,597,150,103,190,56.5,1e-5,1
777,1,597,150,103,190,56.75,1e-5,1
780,1,597,150,103,190,57,1e-5,1
783,1,597,150,103,190,57.25,1e-5,1
786,1,597,150,103,190,57.5,1e-5,1
789,1,597,150,103,190,57.75,1e-5,1
792,1,597,150,103,190,58,1e-5,1
795,1,597,150,103,192,58.25,1e-5,1
798,0,597,150,103,192,58.5,1e-5,1
801,0,597,150,103,192,58.75,1e-5,1
804,0,598,150,103,193,59,1e-5,1
807,0,598,150,103,194,59.25,1e-5,1
810,0,598,150,103,194,59.5,1e-5,1
813,0,599,150,103,194,59.75,1e-5,1
816,0,599,150,103,194,60,1e-5,1
819,0,599,150,103,194,60.25,1e-5,1
822,0,600,150,103,194,60.5,1e-5,1
825,0,600,150,103,194,60.75,1e-5,1
828,0,600,150,103,194,61,1e-5,1
831,0,601,150,103,194,61.25,1e-5,1
834,0,601,150,103,194,61.5,1e-5,1
837,0,601,150,103,194,61.75,1e-5,1
840,0,601,150,103,194,62,1e-5,1
843,0,601,150,103,194,62.25,1e-5,1
846,0,601,150,103,194,62.5,1e-5,1
849,0,602,150,103,194,62.75,1e-5,1
852,0,602,150,103,194,63,1e-5,1
855,0,602,150,101,194,63.25,1e-5,1
858,0,602,150,99,194,63.5,1e-5,1
861,0,602,150,98,194,63.75,1e-5,1
864,0,602,150,95,194,64,1e-5,1
867,0,602,150,94,194,64.25,1e-5,1
870,0,602,150,93,194,64.5,1e-5,1
873,0,602,150,91,194,64.75,1e-5,1
876,0,602,150,90,194,65,1e-5,1
879,0,602,150,89,194,65.25,1e-5,1
882,0,603,150,88,194,65.5,1e-5,1
885,0,603,150,86,194,65.75,1e-5,1
888,0,603,150,85,194,66,1e-5,1
891,0,603,150,84,194,66.25,1e-5,1
894,0,603,150,84,194,66.5,1e-5,1
897,0,604,150,83,194,66.75,1e-5,1
900,0,605,150,82,194,67,1e-5,1
903,0,605,150,82,194,67.25,1e-5,1
906,0,605,150,80,194,67.5,1e-5,1
909,0,606,150,80,195,67.75,1e-5,1
912,0,607,150,77,195,68,1e-5,1
915,0,607,150,76,195,68.25,1e-5,1
918,0,607,150,76,195,68.5,1e-5,1
921,0,607,150,76,195,68.75,1e-5,1
924,0,607,150,75,195,69,1e-5,1
927,0,607,150,74,195,69.25,1e-5,1
930,0,608,150,72,195,69.5,1e-5,1
933,0,609,150,71,195,69.75,1e-5,1
936,0,610,150,69,195,70,1e-5,1
939,0,610,150,68,195,70.25,1e-5,1
942,0,610,150,67,195,70.5,1e-5,1
945,0,610,150,66,195,70.75,1e-5,1
948,0,612,150,66,195,71,1e-5,1
951,0,612,150,66,195,71.25,1e-5,1
954,0,612,150,66,195,71.5,1e-5,1
957,0,612,150,66,195,71.75,1e-5,1
960,0,612,150,65,195,72,1e-5,1
963,0,612,150,64,195,72.25,1e-5,1
966,0,612,150,64,195,72.5,1e-5,1
969,0,612,150,62,195,72.75,1e-5,1
972,0,612,150,62,195,73,1e-5,1
975,0,612,150,62,195,73.25,1e-5,1
978,0,612,150,58,195,73.5,1e-5,1
981,0,612,150,57,195,73.75,1e-5,1
984,0,612,150,56,195,74,1e-5,1
987,0,612,150,54,195,74.25,1e-5,1
990,0,612,150,52,195,74.5,1e-5,1
993,0,612,150,52,195,74.75,1e-5,1
996,0,613,150,51,195,75,1e-5,1
999,0,613,150,50,196,75.25,1e-5,1
1002,0,613,150,48,196,75.5,1e-5,1
1005,0,613,150,48,196,75.75,1e-5,1
1008,0,613,150,47,196,76,1e-5,1
1011,0,613,150,46,196,76.25,1e-5,1
1014,0,613,150,46,196,76.5,1e-5,1
1017,0,613,150,45,196,76.75,1e-5,1
1020,0,613,150,43,197,77,1e-5,1
1023,0,613,150,41,197,77.25,1e-5,1
1026,0,613,150,40,197,77.5,1e-5,1
1029,0,613,150,40,197,77.75,1e-5,1
1032,0,613,150,40,197,78,1e-5,1
1035,0,613,150,40,197,78.25,1e-5,1
1038,0,613,150,39,197,78.5,1e-5,1
1041,0,613,150,38,197,78.75,1e-5,1
1044,0,613,150,37,197,79,1e-5,1
1047,0,613,150,37,197,79.25,1e-5,1
1050,0,613,150,37,197,79.5,1e-5,1
1053,0,613,150,36,197,79.75,1e-5,1
1056,0,613,150,36,197,80,1e-5,1
1059,0,615,150,34,197,80.25,1e-5,1
1062,0,616,150,33,197,80.5,1e-5,1
1065,0,616,150,33,197,80.75,1e-5,1
1068,0,616,150,31,197,81,1e-5,1
1071,0,616,150,30,198,81.25,1e-5,1
1074,0,616,150,30,198,81.5,1e-5,1
1077,0,616,150,30,198,81.75,1e-5,1
1080,0,617,150,28,198,82,1e-5,1
1083,0,617,150,28,198,82.25,1e-5,1
1086,0,617,150,28,198,82.5,1e-5,1
1089,0,618,150,27,198,82.75,1e-5,1
1092,0,618,150,26,198,83,1e-5,1
1095,0,619,150,25,198,83.25,1e-5,1
1098,0,619,150,24,198,83.5,1e-5,1
1101,0,619,150,23,198,83.75,1e-5,1
1104,0,620,150,23,198,84,1e-5,1
1107,0,620,150,23,198,84.25,1e-5,1
1110,0,620,150,23,198,84.5,1e-5,1
1113,0,620,150,23,198,84.75,1e-5,1
1116,0,620,150,23,198,85,1e-5,1
1119,0,620,150,23,198,85.25,1e-5,1
1122,0,620,150,23,198,85.5,1e-5,1
1125,0,620,150,23,198,85.75,1e-5,1
1128,0,620,150,23,198,86,1e-5,1
1131,0,620,150,23,198,86.25,1e-5,1
1134,0,620,150,23,198,86.5,1e-5,1
1137,0,620,150,23,198,86.75,1e-5,1
1140,0,620,150,23,198,87,1e-5,1
1143,0,620,150,23,198,87.25,1e-5,1
1146,0,620,150,23,198,87.5,1e-5,1
1149,0,620,150,22,198,87.75,1e-5,1
1152,0,620,150,22,198,88,1e-5,1
1155,0,620,150,22,199,88.25,1e-5,1
1158,0,620,150,21,199,88.5,1e-5,1
1161,0,620,150,21,199,88.75,1e-5,1
1164,0,620,150,21,200,89,1e-5,1
1167,0,620,150,21,200,89.25,1e-5,1
1170,0,620,150,21,200,89.5,1e-5,1
1173,0,620,150,20,200,89.75,1e-5,1
1176,0,620,150,19,200,90,1e-5,1
1179,0,620,150,19,200,90.25,1e-5,1
1182,0,620,150,18,200,90.5,1e-5,1
1185,0,621,150,18,200,90.75,1e-5,1
1188,0,621,150,18,200,91,1e-5,1
1191,0,621,150,18,200,91.25,1e-5,1
1194,0,621,150,18,201,91.5,1e-5,1
1197,0,621,150,16,201,91.75,1e-5,1
1200,0,622,150,16,201,92,1e-5,1
1203,0,622,150,14,201,92.25,1e-5,1
1206,0,622,150,14,201,92.5,1e-5,1
1209,0,622,150,14,201,92.75,1e-5,1
1212,0,622,150,14,201,93,1e-5,1
1215,0,622,150,14,202,93.25,1e-5,1
1218,0,622,150,14,202,93.5,1e-5,1
1221,0,622,150,13,202,93.75,1e-5,1
1224,0,622,150,13,202,94,1e-5,1
1227,0,622,150,13,202,94.25,1e-5,1
1230,0,622,150,13,203,94.5,1e-5,1
1233,0,622,150,13,203,94.75,1e-5,1
1236,0,622,150,11,204,95,1e-5,1
1239,0,622,150,11,204,95.25,1e-5,1
1242,0,622,150,11,204,95.5,1e-5,1
1245,0,622,150,11,204,95.75,1e-5,1
1248,0,622,150,11,204,96,1e-5,1
1251,0,622,150,11,204,96.25,1e-5,1
1254,0,622,150,11,204,96.5,1e-5,1
1257,0,622,150,10,204,96.75,1e-5,1
1260,0,622,150,10,204,97,1e-5,1
1263,0,622,150,10,204,97.25,1e-5,1
1266,0,622,150,10,204,97.5,1e-5,1
1269,0,622,150,10,204,97.75,1e-5,1
1272,0,622,150,10,204,98,1e-5,1
1275,0,622,150,10,204,98.25,1e-5,1
1278,0,622,150,10,204,98.5,1e-5,1
1281,0,622,150,10,204,98.75,1e-5,1
1284,0,622,150,10,205,99,1e-5,1
1287,0,622,150,10,205,99.25,1e-5,1
1290,0,622,150,10,206,99.5,1e-5,1
1293,0,622,150,10,206,99.75,1e-5,1
1296,0,622,150,10,206,100,1e-5,1
1299,0,622,150,10,207,100.25,1e-5,1
1302,0,622,150,10,208,100.5,1e-5,1
1305,0,622,150,10,208,100.75,1e-5,1
1308,0,622,150,10,208,101,1e-5,1
1311,0,622,150,10,208,101.25,1e-5,1
1314,0,622,150,10,208,101.5,1e-5,1
1317,0,622,150,10,208,101.75,1e-5,1
1320,0,622,150,10,209,102,1e-5,1
1323,0,622,150,8,210,102.25,1e-5,1
1326,0,622,150,8,210,102.5,1e-5,1
1329,0,622,150,8,210,102.75,1e-5,1
1332,0,622,150,8,210,103,1e-5,1
1335,0,622,150,8,210,103.25,1e-5,1
1338,0,622,150,8,210,103.5,1e-5,1
1341,0,622,150,8,210,103.75,1e-5,1
1344,0,622,150,8,210,104,1e-5,1
1347,0,622,150,8,210,104.25,1e-5,1
1350,0,622,150,8,211,104.5,1e-5,1
1353,0,622,150,8,211,104.75,1e-5,1
1356,0,622,150,8,211,105,1e-5,1
1359,0,622,150,8,211,105.25,1e-5,1
1362,0,622,150,8,213,105.5,1e-5,1
1365,0,622,150,8,213,105.75,1e-5,1
1368,0,622,150,8,213,106,1e-5,1
1371,0,622,150,8,213,106.25,1e-5,1
1374,0,622,150,8,214,106.5,1e-5,1
1377,0,622,150,7,214,106.75,1e-5,1
1380,0,622,150,6,214,107,1e-5,1
1383,0,622,150,6,215,107.25,1e-5,1
1386,0,622,150,6,215,107.5,1e-5,1
1389,0,622,150,6,215,107.75,1e-5,1
1392,0,622,150,6,215,108,1e-5,1
1395,0,622,150,6,215,108.25,1e-5,1
1398,0,622,150,6,215,108.5,1e-5,1
1401,0,622,150,6,215,108.75,1e-5,1
1404,0,622,150,6,215,109,1e-5,1
1407,0,622,150,6,215,109.25,1e-5,1
1410,0,622,150,6,215,109.5,1e-5,1
1413,0,622,150,5,215,109.75,1e-5,1
1416,0,622,150,5,215,110,1e-5,1
1419,0,622,150,5,215,110.25,1e-5,1
1422,0,622,150,5,215,110.5,1e-5,1
1425,0,622,150,5,215,110.75,1e-5,1
1428,0,622,150,5,215,111,1e-5,1
1431,0,622,150,5,215,111.25,1e-5,1
1434,0,622,150,5,215,111.5,1e-5,1
1437,0,622,150,5,215,111.75,1e-5,1
1440,0,622,150,4,215,112,1e-5,1
1443,0,622,150,4,215,112.25,1e-5,1
1446,0,622,150,4,215,112.5,1e-5,1
1449,0,622,150,4,215,112.75,1e-5,1
1452,0,622,150,4,215,113,1e-5,1
1455,0,622,150,4,215,113.25,1e-5,1
1458,0,622,150,4,216,113.5,1e-5,1
1461,0,622,150,4,216,113.75,1e-5,1
1464,0,622,150,4,216,114,1e-5,1
1467,0,622,150,4,216,114.25,1e-5,1
1470,0,622,150,4,216,114.5,1e-5,1
1473,0,622,150,4,216,114.75,1e-5,1
1476,0,622,150,4,216,115,1e-5,1
1479,0,622,150,4,216,115.25,1e-5,1
1482,0,622,150,4,216,115.5,1e-5,1
1485,0,622,150,4,217,115.75,1e-5,1
1488,0,622,150,3,217,116,1e-5,1
1491,0,622,150,3,217,116.25,1e-5,1
1494,0,622,150,3,217,116.5,1e-5,1
1497,0,622,150,3,217,116.75,1e-5,1
1500,0,622,150,3,217,117,1e-5,1
1503,0,622,150,3,217,117.25,1e-5,1
1506,0,622,150,3,218,117.5,1e-5,1
1509,0,622,150,3,218,117.75,1e-5,1
1512,0,622,150,3,218,118,1e-5,1
1515,0,622,150,3,218,118.25,1e-5,1
1518,0,622,150,3,218,118.5,1e-5,1
1521,0,622,150,3,218,118.75,1e-5,1
1524,0,622,150,3,218,119,1e-5,1
1527,0,622,150,3,218,119.25,1e-5,1
1530,0,622,150,3,218,119.5,1e-5,1
1533,0,622,150,3,218,119.75,1e-5,1
1536,0,622,150,3,218,120,1e-5,1
1539,0,622,150,3,218,120.25,1e-5,1
1542,0,622,150,3,218,120.5,1e-5,1
1545,0,622,150,2,218,120.75,1e-5,1
1548,0,622,150,2,218,121,1e-5,1
1551,0,622,150,2,218,121.25,1e-5,1
1554,0,622,150,2,219,121.5,1e-5,1
1557,0,622,150,2,219,121.75,1e-5,1
1560,0,622,150,2,219,122,1e-5,1
1563,0,622,150,2,219,122.25,1e-5,1
1566,0,622,150,2,219,122.5,1e-5,1
1569,0,622,150,2,219,122.75,1e-5,1
1572,0,622,150,2,219,123,1e-5,1
1575,0,622,150,2,219,123.25,1e-5,1
1578,0,622,150,2,219,123.5,1e-5,1
1581,0,622,150,2,219,123.75,1e-5,1
1584,0,622,150,2,219,124,1e-5,1
1587,0,622,150,1,220,124.25,1e-5,1
1590,0,622,150,1,220,124.5,1e-5,1
1593,0,622,150,1,221,124.75,1e-5,1
1596,0,622,150,1,221,125,1e-5,1
1599,0,622,150,1,221,125.25,1e-5,1
1602,0,622,150,1,221,125.5,1e-5,1
1605,0,622,150,1,221,125.75,1e-5,1
1608,0,622,150,1,221,126,1e-5,1
1611,0,622,150,1,221,126.25,1e-5,1
1614,0,622,150,1,221,126.5,1e-5,1
1617,0,622,150,1,221,126.75,1e-5,1
1620,0,622,150,1,221,127,1e-5,1
1623,0,622,150,1,221,127.25,1e-5,1
1626,0,622,150,1,221,127.5,1e-5,1
1629,0,622,150,1,222,127.75,1e-5,1
1632,0,622,150,1,222,128,1e-5,1
1635,0,622,150,1,222,128.25,1e-5,1
1638,0,622,150,1,222,128.5,1e-5,1
1641,0,622,150,1,222,128.75,1e-5,1
1644,0,622,150,1,222,129,1e-5,1
1647,0,622,150,1,222,129.25,1e-5,1
1650,0,622,150,1,222,129.5,1e-5,1
1653,0,622,150,1,223,129.75,1e-5,1
1656,0,622,150,1,223,130,1e-5,1
1659,0,622,150,1,223,130.25,1e-5,1
1662,0,622,150,1,224,130.5,1e-5,1
1665,0,622,150,1,224,130.75,1e-5,1
1668,0,622,150,1,224,131,1e-5,1
1671,0,622,150,1,224,131.25,1e-5,1
1674,0,622,150,1,224,131.5,1e-5,1
1677,0,622,150,1,224,131.75,1e-5,1
1680,0,622,150,1,224,132,1e-5,1
1683,0,622,150,1,224,132.25,1e-5,1
1686,0,622,150,1,224,132.5,1e-5,1
1689,0,622,150,1,225,132.75,1e-5,1
1692,0,622,150,1,225,133,1e-5,1
1695,0,622,150,1,225,133.25,1e-5,1
1698,0,622,150,1,225,133.5,1e-5,1
1701,0,622,150,1,225,133.75,1e-5,1
1704,0,622,150,1,225,134,1e-5,1
1707,0,622,150,1,225,134.25,1e-5,1
1710,0,622,150,1,225,134.5,1e-5,1
1713,0,622,150,1,225,134.75,1e-5,1
1716,0,622,150,1,225,135,1e-5,1
1719,0,622,150,1,226,135.25,1e-5,1
1722,0,622,150,1,226,135.5,1e-5,1
1725,0,622,150,1,226,135.75,1e-5,1
1728,0,622,150,1,226,136,1e-5,1
1731,0,622,150,1,226,136.25,1e-5,1
1734,0,622,150,1,227,136.5,1e-5,1
1737,0,622,150,1,227,136.75,1e-5,1
1740,0,622,150,1,227,137,1e-5,1
1743,0,622,150,1,227,137.25,1e-5,1
1746,0,622,150,1,227,137.5,1e-5,1
1749,0,622,150,1,228,137.75,1e-5,1
1752,0,622,150,1,228,138,1e-5,1
1755,0,622,150,1,229,138.25,1e-5,1
1758,0,622,150,1,229,138.5,1e-5,1
1761,0,622,150,1,229,138.75,1e-5,1
1764,0,622,150,1,229,139,1e-5,1
1767,0,622,150,1,229,139.25,1e-5,1
1770,0,622,150,1,229,139.5,1e-5,1
1773,0,622,150,1,229,139.75,1e-5,1
1776,0,622,150,1,229,140,1e-5,1
1779,0,622,150,1,229,140.25,1e-5,1
1782,0,622,150,1,229,140.5,1e-5,1
1785,0,622,150,1,229,140.75,1e-5,1
1788,0,622,150,1,229,141,1e-5,1
1791,0,622,150,1,229,141.25,1e-5,1
1794,0,622,150,1,230,141.5,1e-5,1
1797,0,622,150,1,230,141.75,1e-5,1
1800,0,622,150,1,230,142,1e-5,1
1803,0,622,150,1,230,142.25,1e-5,1
1806,0,622,150,1,230,142.5,1e-5,1
1809,0,622,150,1,231,142.75,1e-5,1
1812,0,622,150,1,231,143,1e-5,1
1815,0,622,150,1,231,143.25,1e-5,1
